Tweet_Count,Username,Text,Created_At,Retweets,Likes
11,CryptoXman,"Just bought another large parcel of  #HBAR  at .062750 very happy - what will you do ??
Nothings changed just Mt Gox selling bit of #BTC which is getting easily absorbed by Bitcoin maxis and once thats finished we be back up so now is a good time to buy while market down #Hedera https://t.co/oCqh7xqELw",Thu Aug 01 02:41:56 +0000 2024,7,75
12,DOVU,"There’s some great opportunities to earn yield on the @SaucerSwapLabs DEX 💪

For example, the $HBAR / $DOVU V2 liquidity pool offers up to 85% APR 💥

#DOVU #HBAR #Hedera #DeFi https://t.co/YULWsSx74s",Wed Jul 31 21:27:54 +0000 2024,22,91
13,JoeHighTimes 🚯,"I love teams that build despite the fud and the uncertainty like we’re experiencing with #HBAR right now

huge shoutout to the @SentX_io team for building thick and through. 

no complaints, just showing up day after day

I have been stacking my $SENTX bucks for brighter days",Wed Jul 31 19:57:07 +0000 2024,7,75
14,Crypto Hulk,BUSTED…RIPPLE XRP CEO BRAD GARLINGHOUSE CAUGHT INFLUENCING FEDERAL ELECTIONS?  #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/Qi4FmX4u4a,Wed Jul 31 18:48:38 +0000 2024,50,204
15,Crypto Hulk,BUSTED…WATCH HOW RIPPLE XRP CRYPTO BRAD GARLINGHOUSE INFLUENCES THIS ELECTION!!       #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/7Shwfu49PW,Wed Jul 31 18:37:39 +0000 2024,41,155
16,Crypto Hulk,EXPOSED…NORWAY HAS HAD A RIPPLE XRP CRYPTO EXCHANGE SINCE 2013…I HAVE THE NAME!!                         #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/Xdxod1akbW,Wed Jul 31 18:27:14 +0000 2024,47,161
17,Crypto Hulk,THE RIPPLE XRP CRYPRO PLATFORM IS NOT TRULY DECENTRALIZED. TRANSACTIONS CAN BE FROZEN!!  #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/VGkyLWxzzh,Wed Jul 31 18:14:15 +0000 2024,64,257
18,CryptoXman,WOW --TAKE A LOOK AT THE LATEST 24 HOUR TRANSACTIONS ON #HBAR  213 MILLION !! So more deployment from companies using our platform?  increased transactions means higher revenue streams - early days but the Hedera mainnet can handle tens of thousands of Transactions - more than https://t.co/Cmb441jKK9,Wed Jul 31 09:52:04 +0000 2024,26,111
19,Crypto Hulk,EXPOSED…RUSSIA TO LAUNCH THEIR VERSION OF THE CURRENT “SWIFT GLOBAL PAYMENT SYSTEM.”      #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/RglFcN2inK,Wed Jul 31 03:41:39 +0000 2024,45,215
20,Crypto Hulk,BREAKING…CHINA TO RELEASE A CRYPTO DIGITAL ID SIMILAR TO INDIA. BOTH RIPPLE XRP CRYPTO PARTNERS #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/yEEPfFC5Qu,Wed Jul 31 03:27:26 +0000 2024,29,120
21,Crypto Hulk,"KABOOM…47,000,000 AUTO PINK SLIPS PUT ON CRYPTO BLOCKCHAIN! #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/qwsYd0TMsQ",Wed Jul 31 03:15:16 +0000 2024,43,149
22,Crypto Hulk,BREAKING…RIPPLE XRP CRYPTO TO LAUNCH WITH INDIA A CRYPTO PAYMENT SYSTEM AND WALLET!   #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/oysezDpTRO,Wed Jul 31 03:06:17 +0000 2024,72,294
23,Crypto Hulk,BREAKING…RUSSIA TO RELEASE “CRYPTO RUBLE” WITH HELP OF RIPPLE XRP CRYPTO JULY 2025!                   #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/Qyz2FxZ5qi,Wed Jul 31 02:50:40 +0000 2024,39,164
24,Aj,"Nothing like riding dirtbikes in Maryland with the fam bam!!! 

Gotta love my custom Astars jersey! 😂

Shout out to the #Algofam and the #HBARbarians! 🙏❤️

 #ALGO #HBAR #QNT https://t.co/leX7Bd5enF",Tue Jul 30 23:13:14 +0000 2024,2,126
25,Crypto Hulk,EXPOSED…RIPPLE XRP ORIGINS ARE USA DEEP STATE. SAME AGENCIES THAT INVENTED THE INTERNET.   #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/H1KfNRZwjl,Tue Jul 30 21:44:45 +0000 2024,123,526
26,Crypto Hulk,BREAKING…RIPPLE XRP DAVID SCHWARTZ ADMITS RIPPLE WORKS WITH REPRESSIVE GOVERNMENTS.  #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/SNkEDGCjSC,Tue Jul 30 21:36:08 +0000 2024,50,146
27,Crypto Hulk,"DEEP STATE DAVID II. RIPPLE XRP CTO ADMITS TO WORKING WITH MILITARY, F+B+I, N+A+T+O &amp; OTHERS!! Yikes!   #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/0T0YRkjHUX",Tue Jul 30 21:16:26 +0000 2024,89,353
28,Crypto Hulk,DEEP STATE DAVID…N+S+A. HE WORKED FOE THEM AND THEY WERE ON THE RIPPLE XRP TEAM IN 2013!! #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/vQwf2IqVCt,Tue Jul 30 21:06:48 +0000 2024,47,223
29,Levi | Crypto Crusaders,Me and the boys when $HBAR hits $20 in 2025. #HBAR https://t.co/D1QY875sHb,Tue Jul 30 20:00:00 +0000 2024,28,219
30,Birdman,"Is HBAR doomed to remain underwater this entire bull cycle? Or are unimaginable things happening behind the scenes that are about to rock the very fabric of our understanding of web3? Stay tuned. #HBAR 🌊🚀
👇🏼",Tue Jul 30 19:02:22 +0000 2024,8,89
31,Crypto Hulk,RIPPLE XRP CRYPTO GOAL IS SOCIAL CREDIT SCORE. DAVID SCHWARTZ SAYS IT. EVIDENCE SHOWN!             #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/kZw92abxDW,Tue Jul 30 18:50:25 +0000 2024,57,207
32,Crypto Hulk,CRYPTO EXPLOSION 2025!! QATAR TO LAUNCH CRYPTO LAWS DEC 2024!! #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/HZ06OuMgpJ,Tue Jul 30 03:52:45 +0000 2024,63,259
33,Crypto Hulk,"EXPOSED…FORMER RIPLLE XRP EMPLOYEE WHO BROUGHT RIPPLE TO CHINA, MOWNIN TALKS AGAIN!!       #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/cewV3kDDP5",Tue Jul 30 03:38:58 +0000 2024,34,133
34,Crypto Hulk,CRYPTO HULK EXPOSES DUMBSHI- XRP MAXI INFLUENCERS!!                   #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/G2c8VuUPLp,Tue Jul 30 03:05:25 +0000 2024,44,235
35,Nathaniel $BSL,"14 months ago we celebrated #Hedera $HBAR completing 10 billion transactions.

Today Hedera #hbar has processed 61.5 billion transactions and counting.

Fair ordering. Fair governance. I 💙 #Hedera and am so proud that @BANKSOCIALio chose this network to build our products 🤝",Tue Jul 30 02:44:43 +0000 2024,38,154
36,CryptoXman,"#Algorand and @Hedera
Tested by Sweden’s Central Bank for Retail CBDC Solutions - Time for #HBAR to get back over 10c - who agrees ?? so much happening for #Hedera - time for some serious marketing for #hedera https://t.co/KJ6Cjmqlvb",Tue Jul 30 01:01:42 +0000 2024,51,234
37,Skartus 🚯,"Be honest 💭

Would you quit your job if #HBAR hit $5? 🤔

$HBAR 🚀🌕",Tue Jul 30 00:21:20 +0000 2024,7,189
38,J316👑,"If you love ANY or ALL or SOME of these then we need to be following each other. 

#TogetherWeWIN

$XRP #XRP
$XLM #XLM
$XDC #XDC
$SHX #SHX
$VELO #VELO
$NLT #NLT
$WTK #WTK
$XAU #XAU
$DAG #DAG
$SOLO #SOLO
$COREUM #COREUM
$ATOM #ATOM
$CSPR #CSPR
$HBAR #HBAR
$VET #VET
$IOTA #IOTA",Mon Jul 29 20:49:29 +0000 2024,17,134
39,stein.hbar,"#Hedera mainnet go BBRRRRR 🚀

Hedera is processing more txns than the top 10 blockchains, listed on the @chainspect_app dashboard, combined 

And finality has stayed at around 3.26 seconds ⏱️

#HBAR https://t.co/EYPoKkV25p",Mon Jul 29 13:08:23 +0000 2024,21,113
40,Stone Geko,"They say you shouldn't get attached to investments but tbh I had. Well today I sold half my #HBAR. Never sold any in 4 years but I am so sick of the @HBAR_foundation and @hedera having no interest in retail.
You need to refocus your efforts and value your community",Mon Jul 29 12:38:56 +0000 2024,6,89
41,LEVEL UP TRADING,"@Hedera's mainnet is now processing ~3,400 transactions per second. $HBAR

That's ~3x more than it usually processes. 

If this momentum continues, we could see a ~3x in network revenue growth.

In 2023, the network generated over $3.5M in revenue.

🧐

#Crypto #HBAR #SOL #ETH https://t.co/Maj5AtiXHp",Mon Jul 29 12:14:43 +0000 2024,14,71
42,$HBAR HEDERA BULL ℏ,"Hedera is doing +3,000 TPS right now on the mainnet

omg! 

$HBAR #Hedera #HBAR #RWA #HBARbarians @hedera @hashgraph https://t.co/70X9dPG5a7",Mon Jul 29 10:50:44 +0000 2024,32,215
43,SILVIO,"Where is the #Hedera fam? 

Drop a Hi 👋🏻 

#HBAR #HBARbarians $HBAR https://t.co/Fk0BNCpH4H",Mon Jul 29 09:12:33 +0000 2024,9,127
44,Crypto Troll (NOT!),"I say this week we PUMP 🚀 And the next one too. And the next one too.
$HBAR #HBAR #Hbarbarians
LFG!",Mon Jul 29 09:11:38 +0000 2024,8,83
45,JD 🇵🇭,"#HBAR - Lets keep things simple but technical... 💪

$HBAR
#HBARBarian
#HBARBarians https://t.co/z0EX8lAtjU",Mon Jul 29 03:49:31 +0000 2024,19,119
46,Crypto Hulk,"FOR THE XRP ARMY.., THERE IS YOUR COMMUNIST DAVID SCHWARTZ FROM RIPPLE XRP!!                                                 #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/5ZcgiLYVl0",Mon Jul 29 03:33:56 +0000 2024,43,275
47,Crypto Hulk,EXPOSED. CRYPTO HATER INDIA QUIETLY BUYS GLOBAL CRYPTO EXCHANGE IN DUBAI!!! Evidence!  #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/8n7Zdaoi0q,Mon Jul 29 02:42:14 +0000 2024,36,167
48,Crypto Hulk,BREAKING…2 WORLD BANKS LAUNCH A “GLOBAL CRYPTO WALLET” IN DUBAI USING “SECRET” CRYPTO COMPANY!  #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/3wC74bBdD0,Mon Jul 29 02:33:21 +0000 2024,81,309
49,Crypto Hulk,EUROPE’S BIGGEST BANKS ARE GETTING CRYPTO PLATFORMS ADDED TO GET READY TO SELL! GREEN LIGHT! #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/L89giKvC0s,Mon Jul 29 02:24:23 +0000 2024,123,485
50,Crypto Hulk,WARNING…POPULAR CRYPTO GETS HACKED…ETHEREUM BASED OF COURSE. FOLLOW CRYPTO HULK!!  #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/lpBwFbLTvr,Mon Jul 29 02:15:42 +0000 2024,36,139
51,Crypto Hulk,EXPOSED…WATCH TWO ENNEMY COUNTRIES JOIN THE SAME CRYPTO COMPANY. ONLY CRYPTO HULK SHOW #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/oa2wWU8sF0,Mon Jul 29 02:07:06 +0000 2024,42,154
52,Crypto Hulk,NEW WORLD ORDER MAP. THE CRYPTO AND COUNTRIES ALREADY CHOSEN. LEAVE TODAY BEHIND!!          #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/JvaYCfBAKJ,Mon Jul 29 01:57:16 +0000 2024,42,176
53,Crypto Hulk,“A NEW WORLD ORDER” SAYS WORLD BANK DIRECTOR. RISE OF “BRICS” CRYPTO MONEY!!                                          #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/vaoqnY1bZi,Mon Jul 29 01:48:36 +0000 2024,76,266
54,Coinman the HBARbarian,"#HBAR Gossip 👄🗞
2,200 TPS is the new 1,800 TPS https://t.co/csaYjPM8i8",Sun Jul 28 17:01:51 +0000 2024,11,116
55,HungerFighters- H3X,"#Seattle Event is on the books! 

Donating and helping @oslserves prep some meals. Thank you OSL for allowing us to volunteer! 

Big thanks to @JamesJMalone66 and all the core team and family for all the help! 

#Hbarbarians doing good things!! LFG!!

#goodpeopledoinggood #Hbar https://t.co/Qwqs8KlLnJ",Sun Jul 28 16:35:02 +0000 2024,51,100
56,JoeHighTimes 🚯,if you have a bag of #HBAR then you’re what I like to call “pre-rich”,Sun Jul 28 13:46:35 +0000 2024,10,97
57,DaVinciGraph,"Do you think #HBAR will reach $ 1 by 2024?

No                                 Yes
👇                                 👇",Sun Jul 28 11:27:37 +0000 2024,5,138
58,DaVinciGraph,#HBARBarians The moment #HBAR hits $1 in 2024: https://t.co/saQD7cUciq,Sun Jul 28 07:45:29 +0000 2024,9,85
59,Crypto Hulk,"BUSTED…CHINA COMPANY CAUGHT LYING ABOUT CRYPTO!!! HAHA, I GOT THE EVIDENCE!!                                       #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/tLmaxjTaCe",Sun Jul 28 03:27:38 +0000 2024,38,146
60,Crypto Hulk,BREAKING…TRUMP PROMISES TO “FIRE” SEC CHIEF GARY GENSLER IF HENIS ELECTED PRESIDENT!!            #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/MRK25Z1qeY,Sun Jul 28 03:05:02 +0000 2024,43,235
61,Crypto Hulk,ETHEREUM CRYPTO “DEVELOPER CLAIMS ETH IS CENTRALIZED.”…AND HAD ILLEGAL SECURITY SALES!!     #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/kumPkqdXlR,Sun Jul 28 02:43:32 +0000 2024,85,303
62,Crypto Hulk,BITCOIN CONFERENCE 2024. DONALD TRUMP HAS LIT A FIRE…NOW WATCH DEMS GREEN LIGHT BTC!!                 #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/ED6ReLYvGn,Sun Jul 28 02:08:35 +0000 2024,25,138
63,$HBAR HEDERA BULL ℏ,"I hope your $HBAR bags are packed 

Because it will run parabolic until the end of 2024 and until q2 q3 2025

$HBAR #Hedera #HBAR #RWA #HBARbarians @hedera @hashgraph",Sun Jul 28 01:18:16 +0000 2024,19,170
64,Hashgraph Lawyer,#Hedera network is burning up the pavement. Another billion transactions in the last 6 days &amp; TPS is up over 25% (basically tripling up Solana). And we’ve only just pulled out of the garage &amp; we’re not even out of first gear &amp; on the open road yet. #HBAR https://t.co/M0SQiWfWlE,Sun Jul 28 00:42:32 +0000 2024,40,227
65,JoeHighTimes 🚯,"i’m creating a #HBAR/#SOL alpha group on telegram 

it’s def the first of its kind and it’ll be completely free

gonna drop the link once I figure out how to create it the way I want

can anyone help me with this?",Sat Jul 27 16:30:53 +0000 2024,7,78
66,JoeHighTimes 🚯,"#HBAR is this cycles #CARDANO

you heard it here first",Sat Jul 27 15:19:42 +0000 2024,9,91
67,JoeHighTimes 🚯,I fucking love the #HBAR community 🫶🏽,Sat Jul 27 15:01:30 +0000 2024,8,108
68,👑 Cryptostick,The breakout of this symmetrical triangle will be nothing but amazing. #HBAR top 5. https://t.co/TsSZKPNZbH,Sat Jul 27 07:53:10 +0000 2024,15,124
69,hbar1000,"61 BILLION transactions already?! 💥💥💥

@hedera ​has more real world utilization than any other public #blockchain or #crypto network. Period. 💪

That’s a pretty big deal. 🔥🔥🔥

Source: https://t.co/l0BRjrh2fK

$HBAR #Hedera #HBAR  🤜 Ħ 🤛 https://t.co/LQlVW0SN16",Sat Jul 27 06:19:07 +0000 2024,16,72
70,Crypto Hulk,WARNING…WATCH THE RICH TRYING TO KEEP US OUT OF CRYPTO AND MAKE US SLAVES!!                             #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/9zx5pcpoMe,Sat Jul 27 03:50:20 +0000 2024,32,170
71,Crypto Hulk,BREAKING…RUSSIA TO ROLL OUT GOLD BACKED CRYPTO STABLECOIN DEC 2024!!! WOW!                                #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/zI9MRP2vqS,Sat Jul 27 03:42:49 +0000 2024,79,340
72,Crypto Hulk,EXPOSED…RIPLLE XRP CEO “BUTT KISSES” COMMIE HARRIS &amp; AND BEGS FOR CRYPTO HELP!                                   #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/5PdxxBXURK,Fri Jul 26 22:37:16 +0000 2024,42,211
73,stein.hbar,"Looks like we got another uptick in transactions on the #Hedera mainnet

Hedera is now processing 2300+ TPS ⚡

Looking forward to @Neuron_World
&amp; @SEALSQcorp coming to mainnet 🚀

#HBAR https://t.co/7smjbB1pnB",Fri Jul 26 22:28:02 +0000 2024,26,86
74,Crypto Hulk,"BREAKING…NOV 1, 2024 INDIA ISSUES BANK CRYPTO LAWS? BRICS PAYMENT SYSTEM IS DISCUSSED!                         #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/ZazJGHYg5w",Fri Jul 26 22:22:12 +0000 2024,66,252
75,Crypto Hulk,BUSTED LYING…US FEDERAL RESERVE SCARING PEOPLE ANOUT CRYPTO!!    #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/N8MXDdlzFx,Fri Jul 26 22:05:54 +0000 2024,27,136
76,Crypto Hulk,"BREAKING…AFRICAN STABLECOIN RELEASED BY CHAINLINK,STELLAR, RIPPLE,CIRCLE,XDC,XRP,SINGAPORE #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/Q7U481jzGg",Fri Jul 26 21:55:25 +0000 2024,73,286
77,Generation Infinity,"🎒 Announcing our Next @Hedera Community Spotlight In Partnership with @HashPackApp! 

📹 Exclusive #HBAR Network Video Showcases Streaming @Live July 29th at 12PM EST!  

🥾 Exploring DeFi, AI, NFT Marketplace, Youth Empowerment, Gaming and Product Suites all on the #Hashgraph https://t.co/pF3evKBSWk",Fri Jul 26 18:39:52 +0000 2024,35,90
78,Levi | Crypto Crusaders,What is the minimum amount of #HBAR to hold to have a financially independent future? https://t.co/K5bq0ARTsP,Fri Jul 26 16:04:00 +0000 2024,19,204
79,HBAR Foundation (Parody),"Unfortunately Karate Combat was held outside of our normal marketing team operating hours. 

Good news though! We just finished a marketing deck to track the carbon footprint of active livestock in the Baltic Sea. This should help us onboard retail investors!

#Hbar",Fri Jul 26 14:31:28 +0000 2024,10,96
80,Eco Guard,"GM #HBARbarians
Start your day with enthusiasm.
Let's green the world 🌏🌿 green this market.

Giving away one of the 🤖 Eco Guard Robot Nft collections

To enter :
Like ❤️ &amp; RT 🔁
Tag your friends 👥️

24h 🏆

#HBAR $HBAR #DOVU #ECOGUARD https://t.co/xhVzg1mYwl",Fri Jul 26 14:22:54 +0000 2024,86,116
81,Birdman,"#HBAR is approaching major support. Currently trading around .067 cents. Amazing opportunity for new investors in the space, and OG DCA addicts alike. But also very painful and scary for some to pull the trigger. $HBAR is the only falling knife I’ll catch. https://t.co/XNMuVJVL0V",Fri Jul 26 13:15:32 +0000 2024,7,91
82,Kurt,"Apon listening to global town hall #ICP broadcast yesterday I heard Hedera developers are now building on ICP because of its interoperability and advanced AI.

That's a huge step forward  for both #ICP and #hbar.
Good to see less tribalism and more collaboration 🙌 https://t.co/PczHGyUeaW",Fri Jul 26 08:11:51 +0000 2024,37,186
83,👑 Cryptostick,"Muting toxic accounts who only complain and doesn’t bring anything positive about @hedera 

These are the people who is trying to destroy our community because they are jealous of what we have with #HBAR ✌️

#HBAR top 5. 
Wagmi.",Fri Jul 26 04:05:02 +0000 2024,8,100
84,DaRulerMM.hbar,"Testament to why many of us are still around. 
The people in #hbar are 2nd to none",Fri Jul 26 03:11:10 +0000 2024,6,64
85,Crypto Hulk,BREAKING…USA CONGRESS TO AUTHORIZE BITCOIN TO BE HELD AS FEDERAL RESERVE ASSET!                   #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/a6p8DFVTtD,Fri Jul 26 03:01:59 +0000 2024,53,180
86,Crypto Hulk,BREAKING…6 AUSTRALIAN BANKS BLOCK AUSTRALIANS FROM BUYING CRYPTO!! WOW!!                                 #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/1MwCiVAen4,Fri Jul 26 02:28:14 +0000 2024,81,251
87,Crypto Hulk,BREAKING…RIPPLE XRP WTF SOON? RIPPLE PARTNER BANK JOINS FRANKLIN TEMPLETON TO EXPLORE! #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/Cos9sHOgon,Fri Jul 26 02:20:00 +0000 2024,107,431
88,Crypto Hulk,BREAKING…CRYPTO COMPANY GETS “BANKING” LICENSE…GUESS WHO?  #BREAKING #XRP #XLM #XDC #ALGO #Quant #IOTA #HBAR #Ripple #Crypto #cryptocurrency #cryptotrading #XRPHolders #XRPLedger https://t.co/o2957EJCht,Fri Jul 26 02:08:49 +0000 2024,33,167
89,JoeHighTimes 🚯,"RETAIL PAYS THE BILLS ON #HEDERA 

@HBAR_foundation #HBAR https://t.co/F3SmaEvDou",Fri Jul 26 01:34:23 +0000 2024,60,285
