Tweet_Count,Username,Text,Created_At,Retweets,Likes
18,APEX | All-in-one DeFi,"$APEX trading goes live August 1st at 8am EST.

🚀Own the future #ERC314

@BallnToken3 @thejuiceonavax @sqrcat4avax @HefeOnAvax @avaxgohigher @BonkeOnAvax @KimboAvax @BigRed_TD @BawlsOnu
@amiavax @DEGENLABS_CO @ToucansAvax @BabyKongApex @SupaOnAvax @AVAXDaily #SOL #AVAX #ETH https://t.co/3CN3V2tZlX",Mon Jul 29 13:43:46 +0000 2024,33,68
19,Daniel Veroc ⚡️#EGLDSqueeze,"Is there anyone from #SOL #ETH #AVAX #XRP who has the guts to debate why Sharding is a must for scalable decentralized systems? Let's chat about whether the future of scaling lies in L2, monolithic architecture, and vertical scaling (#Solana) versus limitless horizontal scaling.",Mon Jul 29 10:14:44 +0000 2024,45,132
20,Patrick 🔺️9000,"1/ On-chain Finance(OnFi): The Future of Finance?

Financial institutions are quickly recognizing blockchain's potential to redefine capital markets and are moving on-chain.

Let's look at the opportunities driving these institutions on-chain and how #AVAX is empowering them👇🧵 https://t.co/RrRIS1pbJa",Sun Jul 28 18:02:00 +0000 2024,66,186
21,Daniel Veroc ⚡️#EGLDSqueeze,"#EGLDSqueeze community is NOT STOPPING! We're continuing what we started. Let's educate everyone from amazing communities on #SOL #ETH #XRP #AVAX #TON #NEAR #SUI #BNB #TRON what we have accomplished. #MultiversX (#EGLD) is most scalable, secure &amp; decentralized L1 chain, TODAY!",Sun Jul 28 15:33:54 +0000 2024,34,121
22,100x Altcoin Gems,"You will become a millionaire if you are patient!❕Buy and Hodl 💪🏼🚀🌒

What are you buying and HODLing today?
#BSC #BNB #ETH #ADA #AVAX #CRO #Altcoins",Sat Jul 27 17:40:00 +0000 2024,42,122
23,C4 Coin,"We are building the GameFi $C4 Ecosystem here

It is simple and fun 😉 🐊🔥

➡️ Crypto payment solution: @uex_finance

➡️ Launchpad for gaming projects @crocpad

➡️ $C4 powered games!

Coming to $SOL this summer 🌴

Designed to be cross-chain!

#ADA #AVAX #SOL #ETH #INJ #BASE https://t.co/Dqaazcxh7r",Sat Jul 27 17:10:13 +0000 2024,44,119
24,Mack.EGLD,"Ok so you want to talk about money? fine let's talk about numbers then. Market cap👇
#EGLD 915M
#SOL 85B
#AVAX 11B
#ETH 394B
#BNB 84B
#ADA 15B
#TON 17B
#TRON 12B
#DOT 8B
EGLD has the lowest mc by far yet this blockchain is 10 years ahead of everyone else #EGLDSqueeze",Sat Jul 27 13:24:52 +0000 2024,27,117
25,Crypto Data Space,"#Crypto Market Update 7/26: #BTC, #ETH, #BNB, #SOL, #XRP, #DOGE, #TON, #ADA, #AVAX, #SHIB Trends

 https://t.co/FkHRCaNIiW",Fri Jul 26 19:49:15 +0000 2024,6,158
26,Patrick 🔺️9000,"Hyperspace's daily volume is now less than $1k for a marketplace that used to be No. 1 on #AVAX and boasted $3M in volume.

What went wrong?

1) No incentives - Hyperspace offered very little value other than its incentives program. At some point the incentives got less https://t.co/UtqQRLGifW",Fri Jul 26 18:05:58 +0000 2024,9,61
27,Naldo 💎,GM #AVAX Fam 🔺,Thu Jul 25 13:10:37 +0000 2024,0,54
28,StygianOne,"Don´t forget that our Cross Chain #OKX solution on SaitaSwap is using EVM compatible Blockchains.

Why is that important?

Because #SBC is as well EVM compatible.

What if in future, we could simply use that one and swap #ETH or #BNB or #AVAX directly into any coin or token on",Thu Jul 25 08:46:35 +0000 2024,49,100
29,APEX | All-in-one DeFi,"💥Breaking News!

$APEX trading begins on August 1st at 8:AM EST.

Staking rewards begin in 2 hours 👀

#ERC314 Changing the Game

#CRYPTO #AVAX #GameFi @AVAXDaily @Avax_insider @AvaLabs @GamingOnAvax @CultureOnAvax #tokenized #ERC20 @luigidemeo #DEX #Memes https://t.co/fEvLlJPJuF",Wed Jul 24 22:17:09 +0000 2024,36,62
30,ThePassengers,"#Giveaway

$100 $USDT 

Requirements:

• Following   @Quilson_xyz
• Like, RT 
 • Tag 3 Friends   Comment #Quilson 

#Bitcoin #Binance #Ethereum
#Solana #AVAX #SOL #shiba #doge 
#cryptocurrency #matic #polygon 
#Crypto #BTC #BTCUSDT #XRP #BNB #ETH #SHIB",Wed Jul 24 17:56:51 +0000 2024,649,654
31,Xarokk Integrated 🔺9000 🧬⛋,"🚀 Avalanche 9000 Upgrade: A New Era for Blockchain Scalability and Efficiency 🧵

The Avalanche 9000 upgrade introduces three pivotal Avalanche Community Proposals (ACPs) that redefine the capabilities and performance of the Avalanche network.  @AvaxDAO_ @avax  #AVAX (1/18) https://t.co/OUDAeuSM5e",Wed Jul 24 16:03:40 +0000 2024,99,203
32,Naldo 💎,GM #AVAX Fam 🔺,Wed Jul 24 12:10:05 +0000 2024,3,57
33,Daniel Veroc ⚡️#EGLDSqueeze,"Users of #SOL #XRP #AVAX #TON #NEAR should know why I invested ~$4,032,015+ in 27 days into #EGLD = #ETH 3.0 ✅

What @VitalikButerin envisioned for ETH—unlimited scale and decentralization via sharding—is realized by @MultiversX! 

SHARDING is a MUST⚡️#EGLDSqueeze is #Gamestop. https://t.co/skPjRlP4Tu",Wed Jul 24 11:33:19 +0000 2024,239,581
34,REKTBuildr 🔺🔺🔺,"GM frens it's technical analysis time 🚨🚨🚨

#AVAX now trading at prices not seen since 18 hours ago. Current level $30.37, next targets 30.38 to 30.39. Quant REKT AI model says $AVAX will hit 30.40 before 30.41. Next few hours prediction : single green candle straight to $100 https://t.co/g9CL3ukHTo",Wed Jul 24 10:20:02 +0000 2024,12,90
35,Quine9000🔺🐓💀🐝,"Heck - I was only the #1 Female influencer on @avax for Season 1 AND 2 on @inspectxyz and gained a role as @AvaxDAO_  ambassador

Not sure what else I can do to qualify for one of these #avax women merch boxes? 

Down bad 

Who do I need campaign to -  is it still @avedarave_",Wed Jul 24 07:19:11 +0000 2024,6,61
36,Coq Inu 🐓,"Let the $COQ games begin! 🐓🏆

The #RoostrRun Coqfest Games Competition is NOW LIVE with 300m $COQ in prizes 💰

More information in @canadianplayer tweet below👇

#AVAX @GamingOnAvax https://t.co/UK3BVY37Gq",Tue Jul 23 21:33:01 +0000 2024,58,243
37,Catgirl,"🚨 IMPORTANT ANNOUNCEMENT 🚨

Big changes are coming to Catgirl, MUST READ: 👇
https://t.co/lBXPcmNzFc

#CatgirlCoin #MultiChain #DAO #ETH #BSC #BASE #AVAX #OP #MATIC #ARB",Tue Jul 23 17:18:57 +0000 2024,67,193
38,REKTBuildr 🔺🔺🔺,"🚨🚨🚨 BREAKING : KALEO IS BACK IN THE ARENA

LAST TIME THIS HAPPENED #AVAX PUMPED 400% https://t.co/H49fqDNIWx",Mon Jul 22 20:48:19 +0000 2024,7,76
39,REKTBuildr 🔺🔺🔺,"#AVAX the best performing platform in the top 12!

Been a long time since last time this happened!!!

#AVAX VIBES ARE BACK!!! https://t.co/23k5kRHdPX",Mon Jul 22 20:11:52 +0000 2024,9,116
40,REKTBuildr 🔺🔺🔺,"🚨🚨 Bridged #Bitcoin TVL on #Avalanche has reached an all time high of U$ 276.7M

There has never been this much $BTC.b bridged into the #AVAX ecosystem https://t.co/o9pPxqdEuZ",Mon Jul 22 19:19:53 +0000 2024,41,153
41,Patrick 🔺️9000,"Meme season all over again? 

Which #AVAX means are we MAX BIDDING now?",Mon Jul 22 18:19:23 +0000 2024,7,77
42,REKTBuildr 🔺🔺🔺,"It's a HUGE week for crypto

It's a HUGE week for #AVAX",Mon Jul 22 17:10:36 +0000 2024,24,96
43,Wojak Satoshi,"$COQ is doing $18.4m in volume today 

Tons of volume on @Bybit_Official @gate_io &amp; @TraderJoe_xyz

Already on many of the largest exchanges in the world. Not long till others take notice.

Higher. 🐓🔺 #AVAX https://t.co/wGGCjSDs3X",Mon Jul 22 14:23:48 +0000 2024,86,241
44,Coinstore,"🚀Top 5 24H Gainers at Coinstore 🎉

📈 CWIF +43.64%
📈 AVAX +10.82%
📈 WIF +6.88%
📈 DOGE +6.38%
📈 W +5.96%

#CWIF #AVAX #WIF #DOGE #W https://t.co/fiSRoAYnaG",Mon Jul 22 08:22:59 +0000 2024,99,111
45,Feezy🔺(♟️💜),If I sent you 50 #Avax right now what would you buy? 💰,Mon Jul 22 07:24:26 +0000 2024,24,150
46,REKTBuildr 🔺🔺🔺,"GN frens

$32 $AVAX is good but have you tried $150 #AVAX?",Mon Jul 22 00:19:15 +0000 2024,3,118
47,APEX | All-in-one DeFi,"If you could see our Monday meeting schedule and who we are meeting with.👀

🐂You would understand why we are so bullish on APEX!

APEX: Changing the game.

#ERC314 #AVAX #BASE #ETH #CRYPTO @AvaxInsider @insider_base $BRETT $PEPE $APEX @luigidemeo https://t.co/opoRsMkM0F",Sun Jul 21 21:55:06 +0000 2024,19,53
48,Kevin,Man if you took the calls I’ve made over the last couple weeks you are up massively right now 💪 #Dogecoin #AVAX #ShibaInu,Sun Jul 21 20:44:31 +0000 2024,8,183
49,COQ INU TUBE,"$COQ Strong, $COQ Hard, $COQ ONLY UP! 🐓🚀

$COQ literally outperforms #BTC 🤯😃
In $COQ INU we trust! 🐓♥️ @coqinuavax

#coqinu #coqinuavax #avax #CoqTo10Billy https://t.co/KQwNrEki5T",Sun Jul 21 18:47:31 +0000 2024,22,98
50,citizenthree.avax 🔺,"#AVAX 

First slowly, then suddenly 🔺",Sun Jul 21 15:43:07 +0000 2024,13,94
51,Max,"What #crypto is your weekly winner?

🟢✨🚀

#PulseChain #HEX #Solana #AVAX https://t.co/isPwyowXyz",Sun Jul 21 15:10:33 +0000 2024,29,190
52,Avalanche Insider 🔺,"JUST IN: $30 #AVAX

Next target $50",Sun Jul 21 14:46:08 +0000 2024,47,311
53,Patrick 🔺️9000,"After the memecoin rush airdrop, I am feeling more optimistic about $ARENA. I have been hoping for some sort of airdrop on Avax to get more attention, and the last one was pretty nice.

Seeing how Avalabs continually tries to get more attention to #AVAX over the last 6-8 months,",Sun Jul 21 14:31:31 +0000 2024,42,104
54,Doğa Öztüzün 🔺,"I've been diving deep into Avalanche Interchain Token Transfer (ICTT) and can't wait to share my experiences! If you have any questions about Teleporter and ICTT, let me know. I'll include them in my upcoming article. 🚀 #Avalanche #AVAX",Sun Jul 21 10:17:16 +0000 2024,11,69
55,World Of Charts,"$Avax

Breakout Confirmed Expecting 2x Bullish Wave

#Crypto #Avax https://t.co/cIiCTMjvvG",Sun Jul 21 08:20:54 +0000 2024,21,137
56,Avalanche Insider 🔺,"🏆Top #AVAX #Memecoin Gainers in last 24 Hours.

$NOCHILL - @nochillavax
$MEOW - @MeowCatHQ
$KONG - @KONGavax
$MEAT - @TheMeatToken
$TECH - @TECHimproving
$KIMBO - @KimboAvax
$MAJIN - @MajinAvax
$HUSKY - @AvaxHusky
$Td - @BigRed_TD
$LAMA - @AvaxLama
$GEC - @GeckoInuAvax
$COQ -",Sun Jul 21 08:13:56 +0000 2024,46,218
57,Coq Inu 🐓,"Supply cap has been increased to 500B $COQ 

Unlock your $COQ w/ @BenqiFinance 

#AVAX🔺 https://t.co/kcqZqlMKYD",Sat Jul 20 13:56:19 +0000 2024,53,252
58,REKTBuildr 🔺🔺🔺,"Why would $SOL rotate to $AVAX you may ask?

1. #Avalanche and #Solana circulating supplies are almost the same. #AVAX price should be way closer to #SOL but it isn't. Still way discounted 

2. Both are the fastest platforms out there. Except Avalanche works 100% of the time and",Sat Jul 20 10:43:58 +0000 2024,24,112
59,avaxoshi 🐸,who received over 21 #AVAX bonus ?,Sat Jul 20 01:19:08 +0000 2024,1,62
60,Wojak Satoshi,"The airdrop is real
I love you 

$5,000,000+ airdropped to the diamond handed #AVAX fam

$COQ 🐓🔺 https://t.co/OO5WZghu67",Sat Jul 20 01:15:52 +0000 2024,103,379
61,REKTBuildr 🔺🔺🔺,"#AVAX is probably your last chance to frontrun BlackRock

After they onboard, you'll be buying 10x higher https://t.co/wkmMRK36xh",Sat Jul 20 00:28:50 +0000 2024,10,85
62,COQ INU TUBE,"$COQ just crossed over 77.000 (Seventy-seven thousand) onchain Holders!!! 🔥🔥🔥 @CoqInuAvax 
LFG $COQ $AVAX @avax 🐓🔺🚀🚀🚀

In $COQ INU we trust! 🐓♥️
#coqinu #coqinuavax #avax #traderjoe #COQtoURANUS https://t.co/UdP8DGjGCl",Fri Jul 19 21:39:53 +0000 2024,34,143
63,C4 Coin,"It's official: we are in an accumulating phase for $C4 🐊⚡️

#ADA #SOL #AVAX #ETH #INJ #BASE https://t.co/i7ZIVomyb3",Fri Jul 19 21:28:42 +0000 2024,31,84
64,Avalanche Insider 🔺,"$AVAX IS THE FUTURE 🔴🚀

#Airdrop to Memecoin Rush Participants

#AVAX $COQ 🐓🔺#Avalanche",Fri Jul 19 21:20:58 +0000 2024,26,219
65,citizenthree.avax 🔺,"My feelings are indescribable.  🥳🔺

Thank you for the surprise #Airdrop  given to me.

@avax  -  @CoqInuAvax #AVAX",Fri Jul 19 21:14:30 +0000 2024,25,86
66,REKTBuildr 🔺🔺🔺,"Another 2.7M $AVAX just got locked

It's #AVAX friday frens. #Avalanche is about to explode.",Fri Jul 19 21:00:57 +0000 2024,35,165
67,Wojak Satoshi,"We do a little DCA'ing (DOLLAR $COQ AVERAGING) 
🐓🔺

#AVAX Thanks for the AVAX Stimmy! 💎🙏 https://t.co/GDEaX3EBxb",Fri Jul 19 20:21:34 +0000 2024,64,229
68,Daniel Veroc ⚡️#EGLDSqueeze,"It's been (22) days since we first used the #EGLDSqueeze, and I’ve invested more than $4 million into #EGLD since then. I just made a quick video without any planning. I wanted to clear my head and tell you what I think is important and why I don't invest in #SOL #ETH #AVAX,etc. https://t.co/4uZblKpKML",Fri Jul 19 16:26:39 +0000 2024,200,499
69,Long,"We're thrilled to announce the #Fairlaunch of #Long on the #Pinksale Launchpad!

https://t.co/0MTOWF3Bx3

Why Join?
🐉 Be Part of the Mythical Dragon IP
💎 Exclusive Benefits in community.
📈 Take part in our mission to create a dynamic, rewarding ecosystem.

#AVAX #meme #LONGIP https://t.co/aXLabVX3t0",Fri Jul 19 11:49:03 +0000 2024,3,84
70,REKTBuildr 🔺🔺🔺,"#Avalanche tech is next generation. Not hyperbole. 

Now that unlocks are ending and burned $AVAX skyrocketing, the tokenomics will be 🔥🔥🔥

Get ready frens. #AVAX about to print",Fri Jul 19 00:24:48 +0000 2024,6,97
71,Coq Inu 🐓,"Unlock your COQ: Supply $COQ and borrow $USDC with a 40% Collateral Factor #AVAX 🐓🔺

@BenqiFinance https://t.co/NmUEdXbUDD",Thu Jul 18 15:06:03 +0000 2024,50,194
72,Wojak Satoshi,"$COQ-lateral is live on @BenqiFinance

Supply COQ and borrow $USDC with a massive 40% collateral factor. 

#AVAX https://t.co/T9kOtJWO5L",Thu Jul 18 11:45:21 +0000 2024,79,232
73,REKTBuildr 🔺🔺🔺,"4.38M #AVAX have been burned 🔥🔥🔥

#Avalanche will be the scarcest digital asset in a few years 🔺 https://t.co/iQf5NzIl1r",Thu Jul 18 08:33:02 +0000 2024,22,136
74,C4 Coin,"Soon we are launching a GRAND cross-chain contest for #Cardano, #Solana, and #AVAX community members!

Make sure to have your notifications 🔔 on ⚡️🔥 https://t.co/qaTBuQaVCU",Wed Jul 17 20:32:04 +0000 2024,35,76
75,REKTBuildr 🔺🔺🔺,Are you ready for $150 #AVAX?,Wed Jul 17 12:20:37 +0000 2024,31,139
76,Captain Faibik 🐺,"$AVAX is finally Breaking out of Falling Wedge after long Consolidation..!!

Fasten Your Seat Belts Sers..🚀🚀

#Crypto #AVAX #AVAXUSDT https://t.co/IjlMDDUsf3",Wed Jul 17 01:17:06 +0000 2024,43,274
77,REKTBuildr 🔺🔺🔺,🚨🚨 TRUMP VP IS THE 5TH LARGEST #AVAX HODLER,Mon Jul 15 22:10:41 +0000 2024,56,247
78,REKTBuildr 🔺🔺🔺,790K #AVAX JUST GOT LOCKED 🚀🚀🚀 https://t.co/UbB1sWOpjM,Mon Jul 15 20:40:50 +0000 2024,17,145
79,SHANE,"Do you see what I see 👀
Get ready folks
SHIDO isn't playing around

Find out more 👉 https://t.co/26ue0fpM2p
Follow 👉 @ShidoGlobal

#Shido #blockchain #crypto #Defi #p2e #eth #avax #sol #btc https://t.co/ouuxV3JrAB",Mon Jul 15 18:58:38 +0000 2024,59,110
80,jhug.fire,"👁️🐙👁️GM 👁️🐙👁️

Last week my @CuddleFishNFT art project surpassed 10600 #AVAX in total volume. I am continually grateful for the support from everyone as I have continued to explore the concepts around this work! 

Look out for the drop this week 👀 https://t.co/SPg25PXDO2",Mon Jul 15 18:38:14 +0000 2024,9,47
81,APEX | All-in-one DeFi,"Are you ready for what's coming?

👀This Wednesday all will be revealed 

Wen $APEX token?

@jasonmdesimone @AvaLabs #AVAX #avaxmemecoin #CRYPTO #ERC314 #ERC20 #erc404 #Memes @alphaonavax @AVAXDaily https://t.co/eOtoHhDxoO",Mon Jul 15 04:12:01 +0000 2024,28,57
82,Avalanche Insider 🔺,"#AVAX Memecoins with the strongest communities.

@HefeOnAvax @KimboAvax @CoqInuAvax @GeckoInuAvax

Other (Comment)",Sun Jul 14 14:30:31 +0000 2024,42,155
83,CryptoBullet,"$AVAX 1W &amp; 1D update 

My 7-month projection played out just perfectly 👌 😎

#AVAX got rejected by 0.618 Fib ($50-57) and pulled back to my $20-25 Zone exactly as I expected ✅ 

Now we can resume the rally 📈 https://t.co/Nb0PnT7osu",Sat Jul 13 16:01:07 +0000 2024,60,376
84,Captain Faibik 🐺,"$AVAX looks Extremely Promising for Aug-Sep..!!

Expecting Another +200% Bullish Rally similar to Nov-Dec 2023. 🔥📈

#Crypto #AVAX #AVAXUSDT https://t.co/cq8YFgeCQj",Sat Jul 13 05:11:35 +0000 2024,75,343
85,C4 Coin,"The rise of $C4 is coming; it can already be seen through binoculars!

$C4 cross-chain token to empower the GameFi ecosystem ⚡️⚡️⚡️

#ADA #SOL #ETH #BASE #INJ #AVAX https://t.co/yBpteDs6ej",Sat Jul 13 02:03:19 +0000 2024,42,86
86,avaxoshi 🐸,"Remember this guy ?

#AVAX was starting to cook when he was around 🚀 https://t.co/OgqH6bqmv2",Sat Jul 13 01:55:44 +0000 2024,1,55
87,Wojak Satoshi,"Nochill team really knocked it out of the park with the @NOCHILLIONAIRE collection.

I have some real grails but this is my favorite. @thetopsignal 

#Nochillio #Nochill @nochillavax #AVAX #Milady https://t.co/pkwk7BX0Hy",Sat Jul 13 01:18:34 +0000 2024,19,59
88,Wojak Satoshi,"Study memes.
Study community.
Study builders.
Study $COQ INU.

@CoqInuAvax @coqbook @coq_media #AVAX https://t.co/MrJpHvjgEY",Fri Jul 12 19:44:29 +0000 2024,32,107
89,I am Morpheus 🕴🏼,🔥Let’s keep it trending! @MultiversX has by far the best PoS technology #EGLDSqueeze 🚀 #ETH #SOL #AVAX #ADA #NEAR #CRYPTO,Fri Jul 12 09:35:47 +0000 2024,21,99
90,Wojak Satoshi,"#Ava1anche9000 is here

Use $COQ Meme Templates to spread the word on #AVAX L1's. 

100's of memes to choose from https://t.co/82mlCYQywS https://t.co/UO0XerU2Je",Thu Jul 11 17:54:03 +0000 2024,36,107
91,EverRise,"⚙️ #EverMigrate: Your one click migration solution. Forget about time-consuming manual calculations and airdrops. EverMigrate does everything for you in just a few clicks. ✨ 

Available on five chains: #BNB, #ETH, #MATIC, #AVAX &amp; #FTM.

🌐 Learn more: https://t.co/IbCkCLWYDK https://t.co/TOZaEnVzND",Thu Jul 11 16:30:47 +0000 2024,43,93
92,maxwell.avax9000 🔺,Of course that is right. #AVAX 9000 is here. 🔺 https://t.co/4dcnwpL2Kg,Thu Jul 11 16:18:41 +0000 2024,17,73
93,rxelms,"If you're an #NFT holder on #Avax or run an NFT project and you would like us to build your characters in #3D, along with a mini world for them to explore (for #free) then please drop a tag in the comments and we'll reach out. 

#crosschain #metaverse #avalanche #ethereum",Thu Jul 11 15:44:26 +0000 2024,29,81
94,rxelms,"Gm rxelminians, please welcome @lil_degens
to the community, they are our first #Avax project that we have partnered with. Please give them a warm welcome 👻

We recently bridged our token to Avax, $Niko can now be traded on https://t.co/CwXUWzU00z Shout out to @MessinaOne for https://t.co/igxWi0MBoA",Thu Jul 11 13:03:44 +0000 2024,50,120
95,COQ INU TUBE,"🚨 OMG! 🐓🤯 
Probably Nothing... 🔥 @coqinuavax 

You know what that means, right? 🚀🚀🚀   
https://t.co/Zdi2zQ5icw   

$COQ to $69Billion with 'B' this cycle! 🐓🔺

#coqinu #coqinuavax #avax #multichain #multicoq #stargatefinance #ethereum #base #arbitrum #mantle   Show less https://t.co/YPXDnWxYEN",Thu Jul 11 10:23:35 +0000 2024,27,71
96,REKTBuildr 🔺🔺🔺,"Zoom out! #AVAX monthly since 2021

Do you see it? https://t.co/pID8lhS8Db",Wed Jul 10 07:26:53 +0000 2024,14,123
97,REKTBuildr 🔺🔺🔺,"Found the transactions. Several million #AVAX locked during the past few hours

IT'S HAPPENING FRENS!!!

Maybe @avax @avalabs @avalanchefdn began locking their treasury?

#Avalanche is about to explode https://t.co/0OulymwcPJ",Tue Jul 09 22:54:15 +0000 2024,22,123
98,REKTBuildr 🔺🔺🔺,"Something interesting is happening

Lots of .eth frens liking my #AVAX shills 🤔

#Avalanche isn't the #Ethereum killer, in fact it's $ETH's biggest partner out there

Solana and Cardano tech rival Ethereum. Avalanche doesn't. We build on the same ideas and speak the same https://t.co/to3U1NrqmH",Tue Jul 09 21:35:45 +0000 2024,17,110
99,jaim三 📢₿🐸,"#Coqbook is bringing fun utility to #AVAX. 

@el33th4xor instead of tweeting about scam/rug projects...maybe show some love to the hardworking folks bringing utility to AVAX! https://t.co/TMPWgnyOIc",Tue Jul 09 21:09:09 +0000 2024,18,79
100,REKTBuildr 🔺🔺🔺,"4.37M #AVAX have been burned

#Avalanche tokenomics gonna be explosive in a few years

Zero unlocks, nearly zero inflation, millions of $AVAX burned. Connect the dots. https://t.co/9opC9WxXK1",Tue Jul 09 16:57:04 +0000 2024,28,152
