Tweet_Count,Username,Text,Created_At,Retweets,Likes
57,RagnarShib.eth,"Here's How Many #Shiba Inu (#SHIB) US Government Holds 

https://t.co/ZaC32DDPqG",Tue Jul 30 00:40:04 +0000 2024,29,116
58,THOMAS,"Are you guys noticing #SHIB to one cent is #Trending more than ever 🚀🚀🚀🚀🚀🚀
#1centdream https://t.co/MRe07bWdxJ",Mon Jul 29 21:48:41 +0000 2024,50,253
59,SHIBARMY,"#Shibarium Finally Hits Long-Awaited Milestone, #SHIB Price Soars https://t.co/mLcJx2GfvW",Mon Jul 29 18:08:09 +0000 2024,33,189
60,Terra Luna army ™🦈,"Should #Coinbase list #LUNC?

Retweet if you want and smash the like ❤button 🔮🔥💪
Re tweet and smash the like button if you want 

#LuncBurn #LuncArmy #XRP #btc    $LUNC #USTC #PEPE
 #PEPE2
#SHIB  #eth #PinkSale #BSC #BNB    #Crypto #SOL  #Ada https://t.co/G09zbuuhVJ",Mon Jul 29 17:44:44 +0000 2024,113,378
61,Lola,"This is why you need #SHIB to be a currency of a big volume chain . Without it , we will just be depending on BTC algorithm most of the time 

This is why ETHCHAIN is your biggest chance to .01 $SHIB . We wouldnt even feel that hax from Wazir at all IMO",Mon Jul 29 17:38:16 +0000 2024,40,184
62,Lola,"The hardest thing to grasp on this industry is BTC controls the algorithm of  CRYPTO including #SHIB 

You need to move up #Bitcoin",Mon Jul 29 16:29:13 +0000 2024,17,147
63,Lola,"#SHIB Shiba Inu (SHIB) To Rally 117% 👇

POV : Article discussed that our recovery is slow because of the Wazir hack and that's why i tweeted also so much on this but hoping we are still moving much higher soon . Patience 🚀

https://t.co/2ha49UqSGe",Mon Jul 29 15:10:42 +0000 2024,73,357
64,Lola,"#SHIB Top Analyst Sees SHIB As High-Conviction Pick for Massive Returns

POV : #Coinbase Futures havent started yet so i want to see how it can help eliminate many traders of small increase . Stay optimistic 

https://t.co/VUYci8W2u2",Mon Jul 29 15:06:46 +0000 2024,69,296
65,Shiba Arab army™,"How @binance Can Benefit from Burning #SHIB Inu Tokens

In the highly competitive world of cryptocurrency exchanges, platforms must continually innovate to maintain and grow their user base. #Binance, one of the leading cryptocurrency exchanges globally, has an opportunity to https://t.co/x1QbQE44cg",Mon Jul 29 12:41:03 +0000 2024,67,162
66,Olcay Saka,"Those on the $FLOKI Ship will smile..

All memecoins will benefit from this.🦮

So everyone will smile..💥💥

LOADİNG.. 🚀🚀 #HODL ..✊📈

@RealFlokiInu 

#FLOKI #DOGE #SHIB #PEPE #WIF #BTC $BTC #Bitcoin #ETH https://t.co/K1W8fgntvR",Mon Jul 29 07:56:37 +0000 2024,36,231
67,TheCryptoBasic,"#ShibaInu Highlighted by Expert as High-Conviction Pick for Life-Changing Returns #SHIB 
https://t.co/KjlSLM1zfU",Mon Jul 29 06:17:45 +0000 2024,40,177
68,Lola,"The US Government is holding over  54B Billion  Shiba INU according to Arkham 

Perhaps nothing  #SHIB 

Source : Page 2 👇
https://t.co/Ze6EZACoYn https://t.co/0cYHP2bXje",Mon Jul 29 05:07:36 +0000 2024,154,520
69,Oscar Ramos,"SHIBA INU COIN $0.02 Price GOLD MCap Study, thanks @saylor 

Here’s a crazy prediction but hopeful $SHIB future. HAIL #Shib https://t.co/7SJ5D6MWl5",Mon Jul 29 02:48:12 +0000 2024,84,416
70,U.Today,ICYMI: #ShibaInu may see a bullish rally in the coming month of August https://t.co/25BSGlvFar #SHIB $SHIB #SHIBArmy,Mon Jul 29 02:00:25 +0000 2024,29,143
71,SHIBARMY,"#SHIB Sheds Its Meme Coin Status, Here's Shiba Inu Team's Proof It's Not Just Meme https://t.co/VufZs2lk5z",Sun Jul 28 22:07:27 +0000 2024,38,199
72,Lola,"Happy Sunday #SHIB #SHIBARMY and here's my weekend thoughts 

The world is toxic because many people just look at what is wrong with other people to glorify themselves  instead of helping and motivating them to do well . They love to criticize without looking their own face in",Sun Jul 28 22:00:06 +0000 2024,27,148
73,Lola,"I bet YOU that most people at Bitcoin Conference have more #SHIB than BTC 

Meme Boys 🤣🤣🤣",Sun Jul 28 20:00:46 +0000 2024,30,190
74,Lola,"if #XPAYMENT is using #SHIB as their Social Currency then X global crypto users will have their wallet move here for an easy transactions also 

Perhaps @elonmusk can step up for #WazirX India customers too and enable SHIB on tipping  and be a social currency  

@cb_doge tell",Sun Jul 28 19:38:30 +0000 2024,37,148
75,Shiba Arab army™,"To everyone who is negative and to everyone who belittled us and the #SHIB community we have now reached 1,015 signatures on @binance , and more are still on the way. 1,015 wallets are saying yes to the burn. The next goal is 1,500 until we reach 50,000 wallets. If you still https://t.co/vBmwCtfFBi",Sun Jul 28 15:25:26 +0000 2024,103,286
76,U.Today,"Crucial #Shiba Inu Layer 3 update shared by #Shib team, what's new? #SHIBCommunity $SHIB $LEASH $BONE $SHEB #Shiboshis https://t.co/GW15zqhXi5",Sun Jul 28 14:28:35 +0000 2024,41,187
77,U.Today,SHIB price history points to bullish August for Shiba Inu #shibainu #shib #shibarmy #shibtoken #shibarium #shibaeternity #shibburn $shib $bone https://t.co/xh9TGm3GA4,Sun Jul 28 13:58:45 +0000 2024,43,199
78,ShibariumGem,#SHIB To the moon 🚀 Let's Go $SHIB 🚀 https://t.co/qe1WzijZEA,Sun Jul 28 13:22:32 +0000 2024,49,274
79,KURO🐾SHIBARMY JPN🇯🇵,"Woof‼️😍💕
#ShibArmyJapan 🫶

#柴犬コイン #SHIB",Sun Jul 28 11:34:25 +0000 2024,19,125
80,Lola,"#SHIB Wen $0.001 SHIB Price? — Key Indicator Shows Explosive Shiba Inu Thunderstorm Poised To Unfold

POV : Chart analysis article citing Elliott Wave pattern 

https://t.co/qNg1MMwBy4",Sun Jul 28 09:44:30 +0000 2024,98,428
81,Lola,"#SHIB Shiba Inu Frenzy: Why SHIB Whales Are Going All-In with 150% Enthusiasm 👇

Stay optimistic 🙌🏼

https://t.co/Zl4Coq6a9p",Sun Jul 28 09:42:00 +0000 2024,88,351
82,SHIB POSSESSOR,Always HODL never give up stay strong. #SHIB USDT to the moon🚀✨ #SHIBARMY https://t.co/MtwKbMU8sP,Sun Jul 28 01:51:28 +0000 2024,22,198
83,Lola,"#SHIB #WazirX 

SHIB is officially a stolen token at #WazirXIndia . If you lose all your SHIB from the hack , they will give you this option below 👇

I am sorry that the Shibarmy in India is experiencing this . I dont agree with their solution at all but if you get the 55% https://t.co/xd7jJwv6uw",Sat Jul 27 16:18:44 +0000 2024,35,169
84,U.Today,.@Shibtoken burn rate jumps 225% as #SHIB enters rebound #ShibaInu https://t.co/FsdN0zaLVt,Sat Jul 27 15:33:27 +0000 2024,28,180
85,Shiba Arab army™,"The dream of achieving one cent will only come from burning. Sign the petition, and we'll reach the goal.

🔗 https://t.co/ANJKuNSkft

#SHIB #SHIBARMYSTRONG #SHIBARMY #shibaarab_army #shib https://t.co/QJLgnPrkgu",Sat Jul 27 14:02:39 +0000 2024,54,168
86,U.Today,.@Shibtoken is on track to end this month on a positive note #ShibaInu #Shiba #SHIB https://t.co/k46clUx2Kz,Sat Jul 27 11:43:33 +0000 2024,46,211
87,CRYPTO SHIB,#SHIB To the moon 🚀 Let's Go $SHIB 🚀 https://t.co/BpgmrrTJX6,Sat Jul 27 11:31:30 +0000 2024,28,210
88,Lola,"We are all listening to many political debates right now , just want to remind you that some of these influencers and big mouth talkers are PAID so choose the ones who will serve your interest . 

They talk about CRYPTO , will they add #SHIB to their ledger ? https://t.co/ynIT0xX6Jm",Sat Jul 27 11:07:59 +0000 2024,50,216
89,Shiba Arab army™,"We have reached 920 signatures, with 80 more needed to break the second milestone of expectations. We will not stop until the burn is accepted. I am working hard, and you must also work to achieve the goal.
 
🔗 https://t.co/ANJKuNSkft

#SHIB #SHIBARMY #shibaarab_army https://t.co/GoPx5MV44E",Sat Jul 27 09:26:07 +0000 2024,106,260
90,Lola,"#SHIB Shiba Inu (SHIB) Set for 20% Rise? 

POV : Somebody bought a lot of SHIB earlier . Is it WazirX listening to my suggestion ?  India loves SHIB . I hope they still have SHIB and we recover much higher soon to ATH 🚀

https://t.co/XqmUjrB4ur",Sat Jul 27 06:21:17 +0000 2024,86,308
91,Lola,#SHIB To the moon 🚀🇺🇸 https://t.co/AVzkN9eHzJ,Sat Jul 27 00:38:29 +0000 2024,91,508
92,ShibariumGem,"#ShibaInu Will Hit $0.011 Just Wait &amp; See👀

#SHIB #SHIBARMY https://t.co/0XuJxcFpHr",Sat Jul 27 00:19:30 +0000 2024,53,306
93,CRYPTO SHIB,"#ShibaInu Will Hit $0.011 Just Wait &amp; See👀

#SHIB #SHIBARMY https://t.co/pECffnCnoh",Fri Jul 26 21:02:54 +0000 2024,92,531
94,Crypto Data Space,"#Crypto Market Update 7/26: #BTC, #ETH, #BNB, #SOL, #XRP, #DOGE, #TON, #ADA, #AVAX, #SHIB Trends

 https://t.co/FkHRCaNIiW",Fri Jul 26 19:49:15 +0000 2024,6,158
95,U.Today,"ICYMI: here's why Ryoshi and Shytoshi Kusama are so important for #SHIB and #Shibarium, according to #ShibaInu team member https://t.co/A0iarBs9oi $SHIB #SHIBArmy",Fri Jul 26 18:02:16 +0000 2024,26,146
96,Lola,"#SHIB XRP and Shiba Inu SHIB Holders 
Here's Why It's Bullish 

POV : with all the ETFs from BTC  &amp; ETH , our market capitalization is still under 3T , it means the money is just circling around but IMO  i am bullish specially when FED cut the rates 
https://t.co/5gJaSqafRv",Fri Jul 26 17:51:52 +0000 2024,60,277
97,CRYPTO SHERIFF,Good bounce from #SHIB!🎯 This is just the trailer for now! Get ready for giga pump!🚀 https://t.co/wE8SFh4gV5,Fri Jul 26 16:32:47 +0000 2024,29,99
98,$HIBIANA BONE$,"If $BONE is also burned, #BONE would be more attractive for the exchanges to list it.

$SHIB #SHIB $LEASH #LEASH $TREAT #TREAT #Shibarium #Shiboshi #Sheboshi #ShibaInu #SHIBARMY #SHIBARMYSTRONG #K9Finance https://t.co/TLtrpy9zEk",Fri Jul 26 15:45:49 +0000 2024,50,179
99,Lola,"#SHIB Shiba Inu Sees 76% Surge In Q2 Orders On Crypto Payments Platform CoinGate 👇

POV : We love this type of volume 🚀

https://t.co/eHesqfHRaR",Fri Jul 26 09:54:15 +0000 2024,56,260
100,ShibariumGem,"Are you ready to see $SHIB at $0.01?

The time is coming 👀🚀 Let's Go #SHIB https://t.co/JYdvczm5WW",Fri Jul 26 08:40:43 +0000 2024,75,391
101,Lola,"#SHIB Shiba Inu  $100M WazirX dump Sparks Debate 👇

Thank You TRON weekly for putting my suggestion on your paper .  This is a more decentralized FIX focus on users not the exchange itself so other CEX should help if this is the solution IMO 

https://t.co/vvxJPTCo8k",Fri Jul 26 06:44:54 +0000 2024,61,245
102,Lola,"at the mall 
maybe when i go home ill be nicer 
🤣🤣🤣 Cmon #SHIB move 🚀 https://t.co/cSUgKPqdj8",Fri Jul 26 01:26:10 +0000 2024,10,211
103,SHIB Bezos,"$SHIB will shock everyone with a New ATH 🐕

  Biggest Ethereum Token $SHIB 🚀
Everyone talking about $SHIB 🚀
Everyone accepting $SHIB 🚀
    Whales buying $SHIB 🚀
Most trending $SHIB 🚀
#SHIB ♥️😍

#ShibaInuETF Inevitable 🚀🪬🙏 https://t.co/SQ2nLNp9zZ",Thu Jul 25 23:57:30 +0000 2024,82,312
104,Lola,"Good Afternoon #SHIB #SHIBARMY

Slept so late yesterday because of those tweets i did about #WAZIRX . Sure some will find me so savage or quite rude but the truth cannot be devaluated.  Tech sales are always aggressive not weak or  shy but needs to be ETHICAL to gain credibility.",Thu Jul 25 20:06:36 +0000 2024,17,138
105,CRYPTO SHERIFF,"#SHIB is at major support level again!

The graph should reverse from here! Dips often mean new opportunities! LFG!🚀 https://t.co/0t31ZGpk8S",Thu Jul 25 19:23:51 +0000 2024,35,145
106,SHIB BOOSTER,"#ShibaInu Will Hit $0.011 Just Wait &amp; See👀

#SHIB #SHIBARMY https://t.co/yUQaRMcGii",Thu Jul 25 19:14:51 +0000 2024,49,265
107,Karely Ruiz 🟣,"$SHIB, $BOME and $COQ are going to pump Wild, are you ready?  
#Bitcoin📷 #Ethereum #Floki $LOL #cryptocurrency #SHIB #BNB📷 #TONCOIN #TON #BOME #PEPE #Sol #ADA #Bonk https://t.co/9A3VzLyBrT",Thu Jul 25 15:21:25 +0000 2024,0,2
108,SHIB BOOSTER,"Are you ready to see $SHIB at $0.01?

The time is coming 👀🚀 Let's Go #SHIB https://t.co/IXbwGF3pSs",Thu Jul 25 13:10:05 +0000 2024,53,272
109,CoinDCX: India's Safest Crypto Platform,"Let’s hear your wildest combos!
If crypto tokens were Marvel characters, who’d be #DeadpoolAndWolverine?

We pick #Shib 🤝 #HMSTR https://t.co/7sLcrar5su",Thu Jul 25 12:09:35 +0000 2024,58,332
110,SHIB Mortal,"$SHIB Will Make You A Millionaire!💵
I am confident #SHIB is going to $0.01 Do you agree?🔥🤑 #ShibaInuETF https://t.co/E5jhdqeDBM",Thu Jul 25 10:56:04 +0000 2024,71,362
111,Nikkii SaitaChain Kingdom,"Another 0.19 points has been added to @CertiK score🔥

Now score for #SaitaChain is 91.55

#STC #SaitaChain #Crypto #BNB #Binance #Cryptocurrency #ETH #Solana #SHIB #PEPE $MOTHER #Bitcoin2024 https://t.co/U2G5SLnq0r",Thu Jul 25 10:52:57 +0000 2024,47,96
112,Lola,"#SHIB #SHIBARMY

I replied to Nischal's post . Please do the same. Wazir India Hack didnt just create losses for their whole users but for the entire $SHIB users globally when our price plummeted causing  negative sentiments as their hacker sold almost 6 Trillion Shiba INU in the https://t.co/uyGcD5yuv8",Thu Jul 25 10:34:04 +0000 2024,52,152
